Type,ParentGroupedProductId - SKIP,Name,ShortDescription,FullDescription,Published,SKU,downloadable,TaxStatus,TaxClass,manage_stock,stock,DisplayStockAvailability - SKIP,DisplayStockQuantity - SKIP,MinStockQuantity - SKIP,Backorders allowed,Low stock amount,BackorderMode - SKIP,AllowBackInStockSubscriptions - SKIP,OrderMinimumQuantity,OrderMaximumQuantity,AllowedQuantities - SKIP,AllowAddingOnlyExistingAttributeCombinations - SKIP,NotReturnable - SKIP,regular_price,OldPrice - SKIP,Weight,Length,Width,Height,Categories
Simple Product,2106,Building on the American Heritage Series (STUDY GUIDE),Accompanying study guide for Building on the American Heritage Series 6 DVD set,"<p><span style=""font-size: 11pt;"">Join David Barton and Rick Green as they trace America’s history back to the source in the study guide for <em>Building on the American Heritage</em>. Uncover the forgotten stories. Examine the nation’s founding documents, and discover firsthand our founding fathers' original intent. Learn the truth of America’s past, so you can shape America’s future.</span></p>
<p> </p>
<p><span style=""font-size: 11pt;"">Study Guide Includes:</span></p>
<ul style=""list-style-type: disc;"">
<li><span style=""font-size: 11pt;""><span style=""font-size: 11pt;"">13 sessions</span></span></li>
<li><span style=""font-size: 11pt;"">Discussion questions before watching the videos.</span></li>
<li><span style=""font-size: 11pt;"">Content addressing the answers to the questions explored. (i.e. Bible verses, quotes from the founders, specific founding documents references, and historical evidence.)</span></li>
<li><span style=""font-size: 11pt;"">Practical implementation examples.</span></li>
<li><span style=""font-size: 11pt;"">Additional reading/viewing/listening suggestions to go even deeper into the content learned about in the videos and study guide.</span></li>
<li><span style=""font-size: 11pt;"">Room to make notes in the margins and a notes section in the back of the book.</span></li>
</ul>
<p> </p>
<p><span style=""font-size: 11pt;"">160 pages</span></p>
<p><span style=""font-size: 11pt;"">Case Quantity: 32 per case</span></p>",1,WBS06,no,taxable,media,yes,2903,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,1000,,FALSE,FALSE,12.99,0,1,11,8.5,0.375,Curriculum;Browse All;DVDs;Black History;
Simple Product,2106,Building on the American Heritage Series DVD & Study Guide Set (DVDS06B),Building on the American Heritage Series Set of DVDs and Study Guide,"<p><span style=""font-size: 11pt;"">Get both the 6 DVD set and 1 Study Guide!</span></p>
<p><span style=""font-size: 11pt;"">We are back with the second installment of our popular American Heritage Series! David Barton, accompanied by former legislator, Rick Green, navigates our nation’s unique religious, moral and constitutional heritage and answers the questions Americans are asking today.</span><br /><br /><span style=""font-size: 11pt;""> Join David as he traces America’s history back to the source in Building on the American Heritage. Uncover the forgotten stories. Examine the nation’s founding documents, and discover firsthand our founding fathers' original intent. Learn the truth of America’s past, so you can shape America’s future.</span></p>
<p><span style=""font-size: 11pt;""><span style=""text-decoration: underline;"">DVD Set Includes:</span><br />13 Episodes: 30 min. each in length. 6 DVD Box Set.</span></p>
<p><span style=""font-size: 11pt;"">Building on the American Heritage Series Episode List</span></p>
<p><span style=""font-size: 11pt;"">Episode 1: Preserving America’s Heritage</span></p>
<p><span style=""font-size: 11pt;"">Episode 2: Foundations of American Government</span></p>
<p><span style=""font-size: 11pt;"">Episode 3: The Role of Government</span></p>
<p><span style=""font-size: 11pt;"">Episode 4: Demystifying the Judicial System</span></p>
<p><span style=""font-size: 11pt;"">Episode 5: America’s Lost Heroes: African American Patriots</span></p>
<p><span style=""font-size: 11pt;"">Episode 6: Remarkable Young Americans</span></p>
<p><span style=""font-size: 11pt;"">Episode 7: Civil Stewardship: Duty vs. Right</span></p>
<p><span style=""font-size: 11pt;"">Episode 8: The Truth of American Exceptionalism</span></p>
<p><span style=""font-size: 11pt;"">Episode 9: Changing a State – and a Generation</span></p>
<p><span style=""font-size: 11pt;"">Episode 10: Revival and Reformation</span></p>
<p><span style=""font-size: 11pt;"">Episode 11: Social Justice</span></p>
<p><span style=""font-size: 11pt;"">Episode 12: Politics in the Pulpit</span></p>
<p><span style=""font-size: 11pt;"">Episode 13: Christians in the Civil Arena</span></p>
<p><span style=""font-size: 11pt;"">Production by <a href=""http://impactprod.org"" target=""blank"">Impact Productions</a>.</span></p>
<p><span style=""font-size: 11pt;""><strong>Case Lot:</strong> 24</span></p>
<p> </p>
<p><span style=""font-size: 11pt;"">Study Guide Includes:</span></p>
<ul style=""list-style-type: disc;"">
<li><span style=""font-size: 11pt;"">13 sessions</span></li>
<li><span style=""font-size: 11pt;"">Discussion questions before watching the videos.</span></li>
<li><span style=""font-size: 11pt;"">Content addressing the answers to the questions explored. (i.e. Bible verses, quotes from the founders, specific founding documents references, and historical evidence.)</span></li>
<li><span style=""font-size: 11pt;"">Practical implementation examples.</span></li>
<li><span style=""font-size: 11pt;"">Additional reading/viewing/listening suggestions to go even deeper into the content learned about in the videos and study guide.</span></li>
<li><span style=""font-size: 11pt;"">Room to make notes in the margins and a notes section in the back of the book. </span></li>
</ul>
<p><span style=""font-size: 11pt;"">160 pages</span></p>
<p> </p>",1,DVDS06B,no,taxable,media,yes,-94,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,47.99,52.9,1.01,1.15,5.5,7.5,Browse All;WallBuilders' Television Programs;Curriculum;
Simple Product,0,BUY 1 GET 1 - Ethics: An Early American Handbook & Documents of Freedom ,Ethics: An Early American Handbook and Documents of Freedom ,"<p><strong>Ethics: An Early American Handbook</strong></p>
<p>All ages can benefit from our reprint of this 1890 study on ethics. With an emphasis on character traits such as honesty, gratitude, and responsibility, this text calls attention to the critical importance of character development and the role of well-formed conscience in making morally sound decisions.</p>
<p>&nbsp;</p>
<p><strong>Documents of Freedom</strong></p>
<p>John Jay, America's first Chief Justice, advised the diligent review and study of America's Constitution so that citizens would be equipped with knowledge of their personal rights against abuse. Our handy, pocket-sized edition makes available the full texts of the Declaration of Independence, the Constitution, and George Washington's Farewell Address.</p>",0,B23,no,taxable,media,yes,-16,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,11.9,0,0.5,0.5,5,7,Browse All;
Simple Product,0,Captain John Smith: A Foothold in the New World (HYB24),Captain John Smith: A Foothold in the New World Biography,"<p><span style=""font-size: small;""><span style=""font-size: 10pt;"">Part of our Hall of Heroes Collection.</span><br /><span style=""font-size: small;""><span style=""font-size: 10pt;"">A Providential View of American History.</span> <br /><br /></span></span></p>
<p><strong><span style=""font-size: medium;""><em><span class=""ProductNameText"">Captain John Smith: A Foothold in the New World</span> (Heroes of History)</em></span></strong></p>
<p><span style=""font-size: small;"">The mainsail cracked above them in the ferocious wind as a group of red-faced men descended on John. ""You have brought a curse on us. Overboard with you,"" one of the men yelled. A chorus of cheers went up. It was the last sound John heard before he was dumped over the side of the ship and engulfed by the dark, roiling ocean.""</span></p>
<p><span style=""font-size: small;"">Thrown overboard, enslaved by the Turks, captured by pirates, rescued by a princess-the story of Englishman John Smith (1580-1631) would seem unbelievable were it fiction. Young John first sought adventure in Europe, traveling as far as Russia and distinguishing himself in the wars that raged across the Old World.</span></p>
<p><span style=""font-size: small;"">But John Smith's real passion was for the New World, and in 1607 he sailed to North America with the men who would establish the first lasting British settlement-Jamestown. There he fought level-headedly for the policies that would enable the fragile community to survive starvation, disease, and deadly attacks to become a foothold in the New World.</span></p>
<p><span style=""color: #000000; font-size: x-small; font-family: verdana, geneva;""> <br /><span style=""font-size: 10pt;"">192 pages, Paperback</span><br /><span style=""font-size: 10pt;"">Ages: 10+</span><br /></span></p>
<p><span style=""color: #000000; font-size: x-small;""><span style=""color: #000000; font-size: x-small;""><span style=""font-family: verdana, geneva; font-size: 10pt;"">ISBN-10: 1932096361</span><br /> </span><br /></span></p>",1,HYB24,no,taxable,media,yes,19,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,9.99,0,0.3813,0.5,5.25,8,Browse All;American Heroes;Biographies: Hall of Heroes;
Simple Product,0,CD ROM Set (All 6),Benjamin Rush (CD ROM),"<p><span style=""font-size: medium;"" size=""3""><span style=""font-size: medium;"" size=""3""><span style=""color: #800517;"" color=""#800517"">Buy 6 and save 25%</span></span></span></p>
<p><b>The six CD ROMs included in this package:</b><br /> <i>John Jay - His Life and Writings </i>(CDR01),<br /> <i>Original Intent: The Courts, the Constitution, &amp; Religion </i> (CDR02), <br /><i>Benjamin Rush: Signer of the Declaration of Independence </i>(CDR03), <br /><i>Life &amp; Correspondence of Charles Carroll </i>(CDR04), <br /><i>Patrick Henry: His Life, Correspondence and Speeches </i>(CDR05), and <br /><i>George Mason: His Life, Correspondence and Speeches </i>(CDR06)</p>",0,CDR03,no,taxable,media,yes,0,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,39.99,0,0.2,0.41,5.88,4.91,Browse All;CD ROMs;
Simple Product,0,Celebrate Liberty! Famous Patriotic Speeches & Sermons (B30),Celebrate Liberty! (Book),"<p>This collection illuminates stirring orations offered by noted figures such as John Quincy Adams, Daniel Webster, and Noah Webster. It also unearths treasures by George Bancroft, Elias Boudinot, and other valuable contributors to our national heritage. Our annotated edition provides extensive historical tidbits and commentary.</p>
<p>249. Pages. Paperback.</p>
<p><strong>Case Lot:</strong> 40</p>",1,B30,no,taxable,media,yes,1187,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,10.99,0,0.68,0.625,5.5,8.5,Browse All;Books;BACK TO SCHOOL SALE;FLASH SALE;Historical Reprints;Labor Day Sale;
Simple Product,0,Celebrate Liberty! Famous Patriotic Speeches & Sermons (Bargain Bin Book),Celebrate Liberty! (Book),"<p>This collection illuminates stirring orations offered by noted figures such as John Quincy Adams, Daniel Webster, and Noah Webster. It also unearths treasures by George Bancroft, Elias Boudinot, and other valuable contributors to our national heritage. Our annotated edition provides extensive historical tidbits and commentary.</p>
<p>249. Pages. Paperback.</p>
<p><strong>Case Lot:</strong> 40</p>",0,B30Z,no,taxable,media,yes,0,TRUE,FALSE,0,no,0,No Backorders,FALSE,1,10000,,FALSE,FALSE,10.99,0,0.68,0.56,5.5,8.5,Bargain Bin;
Simple Product,0,Celebrate Liberty! Famous Patriotic Speeches & Sermons (eBook),Celebrate Liberty! (eBook),"<p><span style=""font-size: 12pt;""><em>Celebrate Liberty! Famous Patriotic Speeches &amp; Sermons</em> eBook</span> <span style=""font-size: medium;"">is available for purchase on the following site(s).</span></p>
<p><span style=""text-decoration: underline;""><span style=""font-size: 12pt; color: #000000;""><strong><a href=""http://www.amazon.com/Celebrate-Liberty-Patriotic-Speeches-Sermons-ebook/dp/B004IE9TOM/ref=sr_1_1?ie=UTF8&amp;qid=1429635228&amp;sr=8-1&amp;keywords=celebrate+liberty+kindle"" target=""_blank""><span style=""color: #000000; text-decoration: underline;"">Amazon Kindle</span></a></strong></span></span></p>
<p><span style=""font-size: 9pt; font-family: verdana,geneva;"">This collection illuminates stirring orations offered by noted figures such as John Quincy Adams, Daniel Webster, and Noah Webster. It also unearths treasures by George Bancroft, Elias Boudinot, and other valuable contributors to our national heritage. Our annotated edition provides extensive historical tidbits and commentary.</span></p>
<p><span style=""font-size: 9pt; font-family: verdana,geneva;"">249. Pages.</span></p>",1,e30,yes,taxable,,no,2360,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,0,0,,FALSE,FALSE,7.99,0,0.68,0.625,5.5,8.5,Browse All;eBooks;
Simple Product,2106,Chasing American Legends (DVD Set),TV Series that follows the Green family as they pursue truth about history's heroes.,"<p><span style=""font-size: 12pt;""><em><strong>Chasing American Legends</strong> </em></span></p>
<p><span style=""font-size: 9pt;"">Pursuing truth about history's heroes. <em>Chasing American Legends</em> follows the dynamic Green family and special guest stars (David Barton, Brad Stine, Alveda King, Brian Birdwell, &amp; others) in their investigations of America's heroes, legends, &amp; legacies.</span></p>
<p><span style=""font-size: 9pt;"">With sincere passion for America balanced by humor &amp; curiosity, an entertaining cast brings a fresh approach to storytelling through their access to authentic worlds of timeless national treasures. Each episode is a fun journey through America's most amazing moments, as <em>Chasing American Legends</em> redefines the history genre of reality television.</span></p>
<p><span style=""text-decoration: underline; font-size: 9pt;""><strong>Episodes</strong></span><br /><strong>Disc 1</strong><br /><em>Bulletproof President?</em><br /><em>Lives, Fortunes, Sacred Honor</em><br /><em>Communist King of Peaceful Protester?</em><br /><em>A Grateful Nation</em></p>
<p><strong>Disc 2</strong><br /><em>Inside the Vault</em><br /><em>Who Shot First?</em><br /><em>Changing Seasons</em><br /><em>The Crossing</em></p>
<p><strong>Disc 3</strong><br /><em>Come &amp; Take It</em><br /><em>Midnight Riders</em><br /><em>Passing the Torch</em><br /><em>One Life to Give</em></p>
<p><strong>Disc 4</strong><br /><em>Extended Learning Scenes </em><br /><em>Cast Profiles</em></p>
<p><em><iframe src=""https://player.vimeo.com/video/131933768"" width=""640"" height=""360"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></em></p>
<p><a href=""https://vimeo.com/131933768"">CAL Promo 30 sec.mp4</a> from <a href=""https://vimeo.com/texasrickgreen"">Rick Green</a> on <a href=""https://vimeo.com"">Vimeo</a>.</p>
<p><em> </em></p>
<p> </p>",1,DVDS04,no,taxable,media,yes,33,TRUE,FALSE,0,yes,5,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,29.99,0,0.35,0.56,5.31,7.5,Curriculum;Browse All;DVDs;School Resources;
Simple Product,2106,Chasing American Legends (WORKBOOK),Workbook for Chasing American Legends 4 DVD set,"<p><span style=""font-size: 12pt;""><em><strong>Chasing American Legends</strong> </em></span></p>
<p><span style=""font-size: 9pt;"">Pursuing truth about history's heroes. <em>Chasing American Legends</em> follows the dynamic Green family and special guest stars (David Barton, Brad Stine, Alveda King, Brian Birdwell, &amp; others) in their investigations of America's heroes, legends, &amp; legacies.</span></p>
<p><span style=""font-size: 9pt;"">With sincere passion for America balanced by humor &amp; curiosity, an entertaining cast brings a fresh approach to storytelling through their access to authentic worlds of timeless national treasures. Each episode is a fun journey through America's most amazing moments, as <em>Chasing American Legends</em> redefines the history genre of reality television.</span></p>
<p><span style=""font-size: 9pt;"">Includes discussion questions, essay questions, guest profiles, and more!</span></p>
<p><span style=""font-size: 9pt;"">141 pages.</span></p>",1,WBS04,no,taxable,media,yes,40,FALSE,FALSE,0,yes,5,Allow Qty Below0,FALSE,1,1000,,FALSE,FALSE,19.99,0,0.9375,11,8.5,0.5,Curriculum;Browse All;DVDs;School Resources;
Simple Product,2106,Chasing American Legends 4 DVD Set & Workbook,TV Series that follows the Green family as they pursue truth about history's heroes.,"<p><span style=""font-size: 12pt;""><em><strong>Chasing American Legends 4 DVD Set &amp; Workbook</strong> </em></span></p>
<p><span style=""font-size: 9pt;"">Pursuing truth about history's heroes. <em>Chasing American Legends</em> follows the dynamic Green family and special guest stars (David Barton, Brad Stine, Alveda King, Brian Birdwell, &amp; others) in their investigations of America's heroes, legends, &amp; legacies.</span></p>
<p><span style=""font-size: 9pt;"">With sincere passion for America balanced by humor &amp; curiosity, an entertaining cast brings a fresh approach to storytelling through their access to authentic worlds of timeless national treasures. Each episode is a fun journey through America's most amazing moments, as <em>Chasing American Legends</em> redefines the history genre of reality television.</span></p>
<p><span style=""text-decoration: underline; font-size: 9pt;""><strong>Episodes</strong></span><br /><strong>Disc 1</strong><br /><em>Bulletproof President?</em><br /><em>Lives, Fortunes, Sacred Honor</em><br /><em>Communist King of Peaceful Protester?</em><br /><em>A Grateful Nation</em></p>
<p><strong>Disc 2</strong><br /><em>Inside the Vault</em><br /><em>Who Shot First?</em><br /><em>Changing Seasons</em><br /><em>The Crossing</em></p>
<p><strong>Disc 3</strong><br /><em>Come &amp; Take It</em><br /><em>Midnight Riders</em><br /><em>Passing the Torch</em><br /><em>One Life to Give</em></p>
<p><strong>Disc 4</strong><br /><em>Extended Learning Scenes </em><br /><em>Cast Profiles</em></p>
<p><span style=""text-decoration: underline; font-size: 9pt;""><strong>Study Guide</strong></span><br /><strong>141 pages</strong><br /><em>Includes discussion questions, essay questions, guest profiles, and more!</em></p>
<p> </p>",1,DVDS042,no,taxable,media,yes,-18,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,45.99,0,1.2875,1.06,8.5,11,DVDs;Browse All;
Simple Product,0,Children & Teachers Package,Christmas Sale,"<p><strong><span style=""font-size: medium;""><em>The Children &amp; Teachers Package<br /></em></span></strong></p>
<p><span style=""font-size: 9pt; font-family: verdana,geneva;"">Includes:</span></p>
<p><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/a-tour-of-the-white-house-coloring-sticker-book"" target=""_blank"">A Tour of the White House Coloring &amp; Sticker Book</a></span><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/abigail-adams-first-lady-of-faith-courage"" target=""_blank"">Abigail Adams: First Lady of Faith &amp; Courage</a></span><br /><a href=""https://shop.wallbuilders.com/color-through-history-bold-heroes-of-the-war-for-independence"" target=""_blank""><span style=""font-family: verdana,geneva; font-size: 9pt;"">Color Through History Activity Book</span></a><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/george-washingtons-rules-of-civility-decent-behaviour-in-company-and-conversation"" target=""_blank"">George Washington's Rules of Civility &amp; Decent Behaviour in Company and Conversation</a></span><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/drive-thru-history-america-patriots-penn-and-freedom-trail-dvd"" target=""_blank"">Drive Thru History: Patriots, Penn, and the Freedom Trail</a></span><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/the-bulletproof-george-washington-book"" target=""_blank"">The Bulletproof George Washington Book</a></span><br /><span style=""font-size: 9pt; font-family: verdana,geneva;""><a href=""https://shop.wallbuilders.com/lessons-from-nature-for-youth-book"" target=""_blank"">Lessons from Nature for Youth Book</a></span><br /><a href=""https://shop.wallbuilders.com/american-revolution-crossword-puzzle"" target=""_blank"">American Revolution Crossword Puzzle</a><br /><br /><br /></p>
<p><span style=""color: #000000; font-family: Arial,Helvetica,sans-serif; font-size: x-small;""><br /><br /><br /></span></p>",0,CMAS01,no,taxable,media,yes,-27,FALSE,FALSE,0,yes,0,Allow Qty Below0,FALSE,1,1000,,FALSE,FALSE,44.99,63,2,3,8.5,5.5,Browse All;
Simple Product,0,Christian Voting Statistics (download),Christian Voting Statistics (download),"<p>This document contains information often given by David Barton during presentations which address today's culture. It includes recent Christian voting statistics as well as breakdowns on votes in Congress on issues such as: traditional marriage, display of the Ten Commandments, protection of ""Under God"" in the pledge, death tax, etc.</p>",0,PAM09A,no,taxable,media,yes,1000,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,0,0,0.01,0,0,0,Browse All;Pamphlets & Tracts;
Simple Product,0,Christian Voting Statistics (mail),Christian Voting Statistics (mail),"<p>This document contains information often given by David Barton during presentations which address today's culture. It includes recent Christian voting statistics as well as breakdowns on votes in Congress on issues such as: traditional marriage, display of the Ten Commandments, protection of ""Under God"" in the pledge, death tax, etc.</p>",0,PAM09,no,taxable,media,yes,1000,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,0,0,0.01,0,0,0,Browse All;Pamphlets & Tracts;
Simple Product,0,Christmas Cards - Family Togetherness,Christmas Card - Family Togetherness,"Pack of 24 cards with white envelopes. <p><br><br> Format of Inside Center Panel:<br> Rejoicing in the birthday of the Saviour, Jesus Christ, and giving thanks that the United States is one nation under God. Merry Christmas</p> <p>Quotes from Inside Left Panel:<br> ""Therefore shall a man leave his father and his mother, and shall cleave unto his wife: and they shall be one flesh."" Genesis 2:24</p> <p>""The primary and most important of the domestic relations, is that of husband and wife. It has its foundation in nature, and is the only lawful relation by which Providence has permitted the continuance of the human race. In every age it has had a propitious influence on the moral improvement and happiness of mankind. It is one of the chief foundations of social order. We may justly place to the credit of the institution of marriage, a great share of the blessings which flow from refinement of manners, the education of children, the sense of justice, and the cultivation of the liberal arts.""<br> –James Kent, Commentaries on American Law (New York: Da Capo Press, 1971), Vol. II, p. 65.<br><br> ""In my estimation, more permanent and genuine happiness is to be found in the sequestered walks of connubial [married] life than in the giddy rounds of promiscuous pleasure, or the more tumultuous and imposing scenes of successful ambition."" <br> –George Washington, The Writings of George Washington from the Original Manuscript Sources, 1745-1799, John C. Fitzpatrick, editor (Washington: U.S. Government Printing Office, 1938), Vol. XXVIII, p. 514, to Charles Armand-Tuffin on August 10, 1786.",0,CC08,no,taxable,media,yes,0,TRUE,TRUE,0,no,4,No Backorders,FALSE,1,6,,FALSE,FALSE,16.95,0,0.94,0,0,0,
Simple Product,0,Christmas Cards - Sanctity of Marriage,Christmas Cards - Sanctity of Marriage,<p>Pack of 24 cards with white envelopes.</p>,0,CC05,no,taxable,media,yes,0,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,16.95,0,0.91,0,0,0,
Simple Product,0,Christmas Package: Historical Reprints,"Ethics
Celebrate Liberty
Lives of the Signers
Wives of the Signers","<p><span style=""font-family: book antiqua,palatino; font-size: medium; color: #008000;""><strong><img style=""float: left;"" src=""https://shop.wallbuilders.com/Content/Images/uploaded/poinsettia.jpg"" height=""30"" width=""42"" />&nbsp;<span style=""font-size: large;"">Special Christmas Package!</span></strong></span></p>
<p>*All Christmas Sales expire 12/31/2013</p>
<p></p>
<p><span style=""font-size: small;""><strong><span style=""font-size: medium;"">Historical Reprints Package Includes:</span><br /></strong></span></p>
<p><span style=""font-size: medium;""><em>Ethics: An Early American Handbook</em></span><br /><span style=""font-size: medium;""><em>Celebrate Liberty! Famous Patriotic Speeches &amp; Sermons</em></span><br /><span style=""font-size: medium;""><em>Lives of the Signers</em></span><br /><span style=""font-size: medium;""><em>Wives of the Signers</em></span></p>
<p><span style=""font-size: medium; color: #800000;""><span style=""color: #000000; font-size: small;"">Regularly $40.80</span><br /><strong>NOW ONLY $30</strong></span></p>
<p><span style=""font-size: small; color: #800000;""><span style=""color: #000000;""></span><span style=""font-size: medium;""><span style=""color: #000000;"">All four books are reprints of originals. Learn what the founders had to say about ethics, read stories about the signers of the Declaration of Independence and their wives, and examine famous speeches and sermons from the Found</span><span style=""color: #000000;"">ing Era. This Christmas Package is perfect for the History Buff in your life.</span></span><strong><span style=""color: #000000; font-size: medium;""> </span><br /></strong></span></p>",0,RP13,no,taxable,media,yes,175,FALSE,FALSE,0,yes,50,Allow Qty Below0,FALSE,1,2000,,FALSE,FALSE,40,0,3,0,0,0,
Simple Product,0,Christopher Columbus: Across the Ocean Sea (BARGAIN BIN HYB25),Christopher Columbus: Across the Ocean Sea Biography,"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of American History. <br /><br /></span></span></p>
<p><strong><span style=""font-size: medium;""><em><span class=""ProductNameText"">Christopher Columbus: Across the Ocean Sea</span>&nbsp;(Heroes of History)</em></span></strong></p>
<p><span style=""font-weight: normal; font-size: small;""><em>It was completely dark. The only things visible now were the two small beacon fires on </em>Pinta<em> and the </em>Ni&ntilde;a<em>. Christopher was glad the two fires calmed his frightened crew. They calmed him, too. Their glow reminded him that the </em>Santa Maria<em> was not alone on the vast, uncharted Ocean Sea. The three ships would sail together into the unknown.</em><br /> <br /> Buoyant and determined, and having at last won the support of the king and queen of Spain, Christopher Columbus sailed west from Europe with three ships, confident he would reach the Indies by this new route and find the gold-laden civilization of the great khan.<br /> <br /> After four risky expeditions in which he explored the Caribbean and landed in South America, Columbus died without acclaim, never knowing he had reached what would soon by known as the New World. While Columbus himself never realized the magnitude of his discoveries, his voyages across the Ocean Sea would soon be recognized as a major turning point in world history. (1451-1506)</span></p>
<p><span style=""color: #000000; font-size: x-small;""><br />208 pages, Paperback<br />Ages: 10+<br /></span></p>
<p><span style=""color: #000000; font-size: x-small;""><br /> <span style=""color: #000000; font-size: x-small;"">ISBN-10: 193209623X<br /> </span><br /></span></p>",0,HYB25,no,taxable,media,yes,0,TRUE,FALSE,0,no,0,No Backorders,FALSE,1,2,,FALSE,FALSE,9.9,0,0.3813,0.5,5.25,8,Bargain Bin;
Simple Product,0,Christopher Columbus: Across the Ocean Sea (HYB25),Christopher Columbus: Across the Ocean Sea Biography,"<p><span style=""font-size: small;"">Part of our Hall of Heroes Series.<br /><span style=""font-size: small;"">A Providential View of American History. <br /><br /></span></span></p>
<p><strong><span style=""font-size: medium;""><em><span class=""ProductNameText"">Christopher Columbus: Across the Ocean Sea</span> (Heroes of History)</em></span></strong></p>
<p><span style=""font-weight: normal; font-size: small;""><em>It was completely dark. The only things visible now were the two small beacon fires on </em>Pinta<em> and the </em>Niña<em>. Christopher was glad the two fires calmed his frightened crew. They calmed him, too. Their glow reminded him that the </em>Santa Maria<em> was not alone on the vast, uncharted Ocean Sea. The three ships would sail together into the unknown.</em><br /> <br /> Buoyant and determined, and having at last won the support of the king and queen of Spain, Christopher Columbus sailed west from Europe with three ships, confident he would reach the Indies by this new route and find the gold-laden civilization of the great khan.<br /> <br /> After four risky expeditions in which he explored the Caribbean and landed in South America, Columbus died without acclaim, never knowing he had reached what would soon by known as the New World. While Columbus himself never realized the magnitude of his discoveries, his voyages across the Ocean Sea would soon be recognized as a major turning point in world history. (1451-1506)</span></p>
<p><span style=""color: #000000; font-size: x-small;""><br />208 pages, Paperback<br />Ages: 10+<br /></span></p>
<p><span style=""color: #000000; font-size: x-small;""><br /> <span style=""color: #000000; font-size: x-small;"">ISBN-10: 193209623X<br /> </span><br /></span></p>",1,HYB25,no,taxable,media,yes,15,TRUE,FALSE,0,yes,0,Allow Qty Below0 And Notify Customer,FALSE,1,10000,,FALSE,FALSE,9.99,0,0.3813,0.5,5.25,8,Browse All;American Heroes;Biographies: Hall of Heroes;
Simple Product,0,Color Through History: Bold Heroes of the War for Independence (B33),Coloring Book,"<p><em>Color Through History: Bold Heroes of the War for Independence</em> is a fun and educational coloring book full of coloring images and activities. Kids will love learning about the history of the Revolutionary War and many of the patriotic men, women and children who fought for America's freedom. They will meet the Reverend George Whitefield, Samuel Adams, Dorothy Hancock, John Quincy Adams plus many more of our brave heroes throughout this coloring and activity book.</p>
<p>Paperback.</p>",1,B33,no,taxable,media,yes,2487,TRUE,FALSE,0,yes,100,Allow Qty Below0,FALSE,1,10000,,FALSE,FALSE,5.99,0,0.32,0.125,8.5,11,"Browse All;FLASH SALE;INDEPENDENCE DAY SALE;School Resources;Books;Games, Puzzles & More;"
Simple Product,0,Color Through History: Bold Heroes of the War for Independence (Bargain Bin),Coloring Book,"<p><em>Color Through History: Bold Heroes of the War for Independence</em> is a fun and educational coloring book full of coloring images and activities. Kids will love learning about the history of the Revolutionary War and many of the patriotic men, women and children who fought for America's freedom. They will meet the Reverend George Whitefield, Samuel Adams, Dorothy Hancock, John Quincy Adams plus many more of our brave heroes throughout this coloring and activity book.</p>",0,B33Z,no,taxable,media,yes,0,TRUE,TRUE,0,no,1,No Backorders,FALSE,1,10000,,FALSE,FALSE,5.99,0,0.08,0.1,8.5,11,Bargain Bin;
